[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] 🚀  Start image=gitbugactions:latest
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker pull image=gitbugactions:latest platform= username= forcePull=false
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker create image=gitbugactions:latest platform= entrypoint=["tail" "-f" "/dev/null"] cmd=[]
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker run image=gitbugactions:latest platform= entrypoint=["tail" "-f" "/dev/null"] cmd=[]
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[chown -R 1012:1013 /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693] user=0 workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] ⭐ Run Main actions/checkout@v1
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker cp src=/tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/. dst=/tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[chown -R 1012:1013 /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693] user=0 workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   ✅  Success - Main actions/checkout@v1
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] ⭐ Run Main Check Style
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[bash --noprofile --norc -e -o pipefail /var/run/act/workflow/1.sh] user= workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | Apache Maven 3.8.8 (4c87b05d9aedce574290d1acc98575ed5eb6cd39)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-components/8/maven-shared-components-8.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-components/8/maven-shared-components-8.pom (2.7 kB at 535 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/7/maven-parent-7.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/7/maven-parent-7.pom (21 kB at 3.0 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/2.0.2/maven-artifact-2.0.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/2.0.2/maven-artifact-2.0.2.pom (765 B at 128 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven/2.0.2/maven-2.0.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven/2.0.2/maven-2.0.2.pom (13 kB at 2.6 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.1/plexus-utils-1.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.1/plexus-utils-1.1.pom (767 B at 96 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact-manager/2.0.2/maven-artifact-manager-2.0.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact-manager/2.0.2/maven-artifact-manager-2.0.2.pom (1.4 kB at 127 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/2.0.2/maven-repository-metadata-2.0.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/2.0.2/maven-repository-metadata-2.0.2.pom (1.3 kB at 218 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/junit/junit/4.13.1/junit-4.13.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/junit/junit/4.13.1/junit-4.13.1.pom (25 kB at 4.2 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.0.4/plexus-utils-1.0.4.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.0.4/plexus-utils-1.0.4.pom (6.9 kB at 762 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/wagon/wagon-provider-api/1.0-alpha-6/wagon-provider-api-1.0-alpha-6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/wagon/wagon-provider-api/1.0-alpha-6/wagon-provider-api-1.0-alpha-6.pom (588 B at 49 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/wagon/wagon/1.0-alpha-6/wagon-1.0-alpha-6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/wagon/wagon/1.0-alpha-6/wagon-1.0-alpha-6.pom (6.4 kB at 915 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.4.6/plexus-utils-1.4.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.4.6/plexus-utils-1.4.6.pom (2.3 kB at 283 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/1.0.11/plexus-1.0.11.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/1.0.11/plexus-1.0.11.pom (9.0 kB at 1.1 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.5.6/plexus-utils-1.5.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.5.6/plexus-utils-1.5.6.pom (5.3 kB at 442 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/1.0.12/plexus-1.0.12.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/1.0.12/plexus-1.0.12.pom (9.8 kB at 1.4 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting-api/3.0/maven-reporting-api-3.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting-api/3.0/maven-reporting-api-3.0.pom (2.4 kB at 339 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-components/15/maven-shared-components-15.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-components/15/maven-shared-components-15.pom (9.3 kB at 1.2 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/16/maven-parent-16.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/16/maven-parent-16.pom (23 kB at 2.6 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/apache/7/apache-7.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/apache/7/apache-7.pom (14 kB at 1.4 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-sink-api/1.0/doxia-sink-api-1.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-sink-api/1.0/doxia-sink-api-1.0.pom (1.4 kB at 126 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia/1.0/doxia-1.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia/1.0/doxia-1.0.pom (9.6 kB at 1.2 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/10/maven-parent-10.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/10/maven-parent-10.pom (32 kB at 2.9 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.agent/0.8.8/org.jacoco.agent-0.8.8.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.agent/0.8.8/org.jacoco.agent-0.8.8.pom (3.5 kB at 389 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.core/0.8.8/org.jacoco.core-0.8.8.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.core/0.8.8/org.jacoco.core-0.8.8.pom (2.1 kB at 160 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm/9.2/asm-9.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm/9.2/asm-9.2.pom (2.4 kB at 473 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-commons/9.2/asm-commons-9.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-commons/9.2/asm-commons-9.2.pom (3.0 kB at 329 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-tree/9.2/asm-tree-9.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-tree/9.2/asm-tree-9.2.pom (2.6 kB at 152 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-analysis/9.2/asm-analysis-9.2.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-analysis/9.2/asm-analysis-9.2.pom (2.6 kB at 187 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.report/0.8.8/org.jacoco.report-0.8.8.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.report/0.8.8/org.jacoco.report-0.8.8.pom (1.9 kB at 235 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/3.0.22/plexus-utils-3.0.22.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/file-management/1.2.1/file-management-1.2.1.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/2.0.6/maven-plugin-api-2.0.6.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-io/1.1/maven-shared-io-1.1.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/2.0.2/maven-artifact-2.0.2.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-io/1.1/maven-shared-io-1.1.jar (39 kB at 2.3 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact-manager/2.0.2/maven-artifact-manager-2.0.2.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/3.0.22/plexus-utils-3.0.22.jar (245 kB at 13 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/2.0.2/maven-repository-metadata-2.0.2.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/2.0.2/maven-artifact-2.0.2.jar (78 kB at 3.7 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/wagon/wagon-provider-api/1.0-alpha-6/wagon-provider-api-1.0-alpha-6.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/2.0.6/maven-plugin-api-2.0.6.jar (13 kB at 514 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/junit/junit/4.13.1/junit-4.13.1.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/file-management/1.2.1/file-management-1.2.1.jar (38 kB at 1.4 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting-api/3.0/maven-reporting-api-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact-manager/2.0.2/maven-artifact-manager-2.0.2.jar (49 kB at 1.8 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-sink-api/1.0/doxia-sink-api-1.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/2.0.2/maven-repository-metadata-2.0.2.jar (20 kB at 730 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.agent/0.8.8/org.jacoco.agent-0.8.8-runtime.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/wagon/wagon-provider-api/1.0-alpha-6/wagon-provider-api-1.0-alpha-6.jar (43 kB at 1.3 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.core/0.8.8/org.jacoco.core-0.8.8.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting-api/3.0/maven-reporting-api-3.0.jar (11 kB at 274 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm/9.2/asm-9.2.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-sink-api/1.0/doxia-sink-api-1.0.jar (10 kB at 246 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-commons/9.2/asm-commons-9.2.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/junit/junit/4.13.1/junit-4.13.1.jar (383 kB at 8.3 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-analysis/9.2/asm-analysis-9.2.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.agent/0.8.8/org.jacoco.agent-0.8.8-runtime.jar (293 kB at 5.2 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-tree/9.2/asm-tree-9.2.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-analysis/9.2/asm-analysis-9.2.jar (34 kB at 591 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.report/0.8.8/org.jacoco.report-0.8.8.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.core/0.8.8/org.jacoco.core-0.8.8.jar (203 kB at 3.1 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm/9.2/asm-9.2.jar (122 kB at 1.9 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.report/0.8.8/org.jacoco.report-0.8.8.jar (129 kB at 1.7 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-tree/9.2/asm-tree-9.2.jar (53 kB at 675 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-commons/9.2/asm-commons-9.2.jar (73 kB at 577 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Skipping JaCoCo execution because property jacoco.skip is set.
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] argLine set to empty
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] 
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] --- maven-resources-plugin:2.6:resources (default-resources) @ snowflake-jdbc ---
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-project/2.0.6/maven-project-2.0.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-project/2.0.6/maven-project-2.0.6.pom (2.6 kB at 188 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/2.0.6/maven-settings-2.0.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/2.0.6/maven-settings-2.0.6.pom (2.0 kB at 133 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-model/2.0.6/maven-model-2.0.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-model/2.0.6/maven-model-2.0.6.pom (3.0 kB at 160 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.4.1/plexus-utils-1.4.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.4.1/plexus-utils-1.4.1.pom (1.9 kB at 136 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-container-default/1.0-alpha-9-stable-1/plexus-container-default-1.0-alpha-9-stable-1.pom
